#{"t_start": 1642524363.8854158, "env_id": "Ataxx-v0"}
r,l,t
-1,6,273.61692
1,3,273.620964
1,6,273.629263
1,5,273.635998
1,6,273.644065
1,3,273.648092
-1.0,4,273.652807
-1.0,4,273.657455
1,2,273.660161
1,4,273.665559
1,3,273.669664
1,3,273.67362
-1.0,6,273.681322
1,3,273.685246
1,6,273.693374
1,3,273.697349
1,3,273.701355
-1.0,6,273.708765
1,3,273.712778
1,2,273.715448
1,3,273.719481
1,2,273.722116
-1.0,5,273.728037
1,3,273.732074
1,3,273.736068
1,3,273.740039
-1,6,273.748206
1,3,273.752194
1,2,273.754884
1,4,273.760219
1,2,273.762915
1,4,273.768436
-1,6,273.776484
1,2,273.779199
1,2,273.781837
1,6,273.79006
1,3,273.793978
1,6,273.801955
1,2,273.804619
1,3,273.808563
1,3,273.812443
1,2,273.815176
-1.0,6,273.822469
1,2,273.82511
1,2,273.827791
1,2,273.830493
1,3,273.834617
1,3,273.83862
1,2,273.841295
1,2,273.844079
1,5,273.850875
1,2,273.853529
1,4,273.859043
1,3,273.863112
-1,6,273.871564
1,2,273.874352
1,4,273.879728
1,2,273.882441
1,2,273.885085
1,2,273.887809
1,2,273.890461
-1,6,273.898335
-1.0,7,273.907525
1,2,273.910343
1,4,273.916215
1,3,273.920242
1,5,273.927094
1,5,273.934478
1,2,273.937284
1,3,273.94145
1,4,273.947044
1,3,273.951134
1,4,273.956534
1,2,273.959836
1,3,273.964618
1,2,273.968076
1,3,273.97235
1,3,273.976322
1,2,273.979088
1,3,273.983016
1,3,273.987002
1,3,273.991462
-1.0,6,273.999451
1,2,274.002217
1,6,274.010297
1,3,274.014257
1,2,274.016912
1,4,274.022316
1,2,274.024942
1,2,274.027621
1,2,274.030297
1,3,274.034218
1,2,274.036856
1,4,274.042243
1,3,274.046209
1,3,274.050335
-1,6,274.058531
1,2,274.06116
1,3,274.065052
-1.0,5,274.071018
1,3,274.074993
1,2,274.077643
1,2,274.080286
1,4,274.085616
1,6,274.093765
-1.0,6,274.101222
1,2,274.104122
1,2,274.106882
1,2,274.109655
1,3,274.113966
1,3,274.118441
1,5,274.125391
-1.0,6,274.133449
1,6,274.142328
1,2,274.14512
1,4,274.151011
1,3,274.155248
1,2,274.158154
1,4,274.164356
1,3,274.168528
1,2,274.171558
1,3,274.176002
1,2,274.179172
1,2,274.182072
-1.0,5,274.18864
1,2,274.191594
1,2,274.194798
1,2,274.197919
1,2,274.201044
1,4,274.207326
1,3,274.211688
1,7,274.222569
1,6,274.231104
1,3,274.235351
1,6,274.244212
1,2,274.247128
1,4,274.25324
1,3,274.257423
-1.0,6,274.265438
1,2,274.268406
1,6,274.276901
1,2,274.279689
1,2,274.282575
1,2,274.285339
1,3,274.28959
1,2,274.292377
1,2,274.2953
1,4,274.300995
1,2,274.303813
-1,3,274.307413
1,2,274.310243
1,3,274.314399
1,2,274.317254
1,6,274.326078
1,3,274.33037
1,2,274.333164
-1.0,5,274.339726
1,2,274.342698
1,3,274.346853
1,3,274.351221
1,3,274.355421
-1.0,6,274.363345
1,5,274.37053
-1.0,6,274.378622
1,2,274.381391
1,3,274.385591
1,3,274.389957
1,2,274.392778
1,2,274.395729
-1.0,6,274.403682
1,2,274.406456
1,3,274.410779
1,2,274.413606
1,2,274.416532
1,6,274.425062
1,4,274.430841
1,3,274.435101
1,2,274.438019
1,2,274.440841
1,3,274.445013
-1.0,4,274.450106
-1.0,4,274.45514
1,2,274.458054
1,2,274.460826
1,4,274.466586
1,3,274.470891
1,2,274.473704
1,2,274.476572
1,3,274.480711
1,2,274.483578
-1.0,4,274.488508
-1.0,2,274.490784
1,2,274.493632
1,4,274.499368
1,2,274.502197
1,3,274.506383
1,6,274.515299
-1,6,274.524052
1,6,274.532574
-1.0,5,274.538983
1,2,274.54282
1,2,274.545816
1,3,274.550265
1,3,274.554466
1,4,274.559937
1,2,274.562763
1,2,274.565619
-1.0,6,274.573596
-1.0,6,274.581508
1,2,274.58436
1,2,274.587161
1,5,274.594132
-1.0,5,274.600805
1,8,274.612108
1,3,274.616241
1,3,274.620262
-1.0,6,274.627984
1,4,274.633603
1,3,274.637574
1,3,275.812514
1,2,275.815292
1,2,275.817943
1,2,275.820637
1,2,275.823294
1,2,275.82602
1,3,275.82996
1,3,275.833956
1,3,275.83783
1,2,275.840561
1,2,275.843253
1,3,275.847293
1,3,275.851207
1,2,275.853907
1,6,275.862004
1,3,275.866078
1,6,275.874157
1,5,275.881063
1,3,275.884935
1,2,275.888232
1,3,275.892268
-1.0,4,275.896942
1,5,275.906194
1,2,275.910265
1,3,275.916076
1,4,275.924408
1,3,275.930902
1,2,275.934961
-1.0,4,275.942442
1,3,275.948658
1,2,275.953232
-1.0,6,275.965204
1,2,275.971935
-1,6,275.988379
1,2,275.99479
1,6,276.01303
1,2,276.017008
1,2,276.021569
1,3,276.037904
1,2,276.041571
1,4,276.049457
1,2,276.053518
1,3,276.060909
-1.0,5,276.06971
1,3,276.075809
1,3,276.082377
1,3,276.088534
1,2,276.092689
1,3,276.098482
1,3,276.105063
1,3,276.110718
1,2,276.114257
1,3,276.120956
1,3,276.126524
1,3,276.132609
1,2,276.136903
1,2,276.141564
1,3,276.147061
1,2,276.150703
1,6,276.163532
1,2,276.167811
1,4,276.175656
1,3,276.181049
1,2,276.185288
1,2,276.189467
1,2,276.193365
1,2,276.197426
1,3,276.203638
1,2,276.207688
-1.0,4,276.215099
1,5,276.225848
1,3,276.231834
1,2,276.235427
1,2,276.239419
1,6,276.252306
1,6,276.264271
1,3,276.270279
1,3,276.276374
1,3,276.282326
1,3,276.288396
1,3,276.294117
1,2,276.298384
-1.0,5,276.307416
1,2,276.31185
1,2,276.316188
1,2,276.320074
1,2,276.324223
1,2,276.328171
1,2,276.332225
1,4,276.340991
1,3,276.346099
1,4,276.35269
1,3,276.357267
-1.0,6,276.364959
1,3,276.368977
1,3,276.37295
1,3,276.376976
-1.0,6,276.384485
-1.0,5,276.390584
1,2,276.393245
-1,6,276.401246
1,6,276.409234
1,6,276.417174
1,4,276.422525
1,2,276.4252
1,3,276.429165
1,2,276.431844
-1.0,5,276.437683
1,2,276.440347
1,4,276.445778
1,4,276.451048
1,2,276.453768
1,4,276.459057
1,2,276.461761
1,2,276.464443
1,4,276.469716
1,2,276.472407
-1.0,6,276.479689
1,2,276.482376
1,3,276.486258
1,2,276.48895
1,2,276.491632
1,3,276.49552
1,4,276.500931
1,3,276.504929
-1.0,6,276.51252
-1.0,7,276.52136
1,3,276.525173
-1,6,276.5332
1,6,276.541041
1,2,276.543743
1,3,276.54774
1,2,276.550415
1,4,276.555791
-1,6,276.563771
1,3,276.567738
1,4,276.57301
1,6,276.580938
1,6,276.588806
1,2,276.591447
1,4,276.596541
-1,6,276.604336
1,3,276.60827
1,3,276.612123
1,6,276.619892
-1.0,6,276.6272
1,4,276.632449
1,2,276.635217
1,5,276.641968
1,2,276.644581
1,3,276.648619
1,3,276.652681
-1.0,6,276.660138
1,3,276.664005
1,6,276.67175
1,3,276.675525
-1,6,276.68328
1,2,276.685888
1,5,276.692566
1,2,276.695234
1,2,276.697879
1,2,276.700496
1,3,276.704556
1,4,276.709823
-1.0,5,276.715704
1,6,276.724061
1,2,276.726797
1,2,276.729396
1,2,276.732054
1,7,276.741735
1,2,276.744354
1,2,276.746945
1,6,276.754922
1,2,276.757533
1,2,276.760137
1,3,276.764109
-1.0,6,276.771247
1,4,276.776329
1,4,276.781435
-1.0,3,276.784688
-1.0,7,276.793338
1,2,276.795935
1,3,276.799803
1,2,276.802474
1,2,276.805094
1,4,276.810304
1,2,276.812897
1,4,276.818254
1,2,276.820839
1,3,276.824993
1,4,276.83018
1,2,276.832991
1,3,276.83706
1,2,276.839727
1,2,276.842432
-1.0,6,276.849874
1,6,276.858272
1,2,276.86102
1,2,276.864743
1,2,276.867523
1,5,276.876555
1,3,276.881369
1,2,276.884696
1,5,276.894917
1,2,276.899464
1,3,276.906106
1,2,276.910872
-1.0,6,276.922459
1,2,276.926826
1,2,276.930707
1,6,276.94293
1,5,276.952842
1,2,276.956962
1,2,276.960783
1,2,276.965237
1,2,276.969152
1,3,276.974514
1,2,276.978708
1,4,276.987282
1,2,276.991047
1,6,277.00356
-1,6,277.015678
1,3,277.021264
1,2,277.025627
1,4,277.033576
1,2,277.03764
1,3,277.043623
1,3,277.049795
1,4,277.057816
1,2,277.062022
1,2,277.06603
1,4,277.074245
1,6,277.086185
1,3,277.092176
1,2,277.09641
1,3,277.102495
1,2,277.106107
1,4,277.114553
-1.0,5,277.124048
1,3,277.129162
1,6,277.141947
1,3,277.148479
1,3,277.154855
1,2,277.159087
1,2,277.163196
1,4,277.170595
1,4,277.179346
1,3,277.184959
1,2,277.18897
-1,6,277.201325
1,5,277.211928
1,2,277.215747
1,2,277.220145
1,3,277.226724
1,4,277.234898
1,7,277.250728
1,2,277.25438
-1.0,7,277.268961
1,3,277.275657
1,2,277.280127
1,4,277.288813
1,2,277.292984
1,3,277.299296
1,3,277.305274
1,2,277.309943
1,3,277.316209
1,4,277.325097
1,6,277.339206
1,2,277.34313
1,3,277.349053
1,3,277.355412
1,2,277.359104
1,3,277.365898
1,2,277.370293
1,4,277.380152
1,2,277.385482
1,3,277.391665
1,2,277.397208
-1.0,6,277.415612
1,2,277.421712
1,2,277.425956
1,3,277.431961
1,3,277.438892
-1.0,6,277.452219
1,2,277.456555
-1,6,277.470819
1,2,277.475706
1,2,277.479676
1,3,277.485713
1,3,277.491997
-1.0,5,277.502265
-1,6,277.515086
1,3,277.521085
1,2,277.524948
1,2,277.529344
1,2,277.534162
1,3,277.54125
1,2,277.546188
1,3,277.553457
1,6,277.56775
1,2,277.572636
1,6,277.586224
1,2,277.590759
1,6,277.605512
1,3,277.611771
1,2,277.615654
-1,6,277.625845
1,6,277.635149
-1.0,6,277.643647
-1.0,6,277.652196
1,6,277.661478
-1.0,4,277.666987
1,4,277.673004
1,2,277.676115
1,3,277.680668
1,2,277.683707
1,2,277.686774
1,2,277.68981
1,2,277.692861
1,2,277.695892
1,4,277.702147
1,5,277.709849
1,2,277.71292
1,3,277.717602
1,3,277.72229
1,4,277.728203
1,2,277.731297
1,3,277.735762
1,2,277.738881
1,3,277.743377
1,2,277.746471
1,4,277.754048
1,2,277.75726
1,3,277.761757
1,2,277.776326
1,2,277.779549
1,2,277.782602
1,2,277.785647
1,3,277.790276
1,7,277.802482
-1,6,277.811883
1,3,277.816452
1,2,277.819484
1,3,277.823818
1,4,277.829688
1,7,277.840812
1,2,277.84388
1,4,277.849858
1,3,277.854472
1,3,277.858894
-1,6,277.867789
1,3,277.872335
1,2,277.875367
1,2,277.878376
1,2,277.881347
1,3,277.885752
1,2,277.888901
1,3,277.893264
1,4,277.899344
1,2,277.902399
1,5,277.909587
1,3,277.913935
1,4,277.919888
-1.0,6,277.931515
1,4,277.93754
1,2,277.940488
1,2,277.943453
1,6,277.952748
1,2,277.955837
1,4,277.962098
1,3,277.967393
1,5,277.975129
1,2,277.978174
1,2,277.981224
1,2,277.984179
-1.0,6,277.99239
-1.0,6,278.000832
1,2,278.003781
1,2,278.006831
1,2,278.009808
1,2,278.012748
1,4,278.018778
1,2,278.021725
1,2,278.02476
1,2,278.0277
1,4,278.033798
1,2,278.037054
1,3,278.041795
1,3,278.046202
1,2,278.049249
1,3,278.053828
1,2,278.056874
1,2,278.059845
1,2,278.062796
1,4,278.068692
1,2,278.071642
1,3,278.075967
-1.0,4,278.08125
1,3,278.085754
1,3,278.090054
1,2,278.092982
1,2,278.095985
1,4,278.101792
1,6,278.110849
1,3,278.115409
-1.0,7,278.125267
1,2,278.128237
1,4,278.134123
1,4,278.140136
1,6,278.148867
1,2,278.151814
-1.0,3,278.15544
1,3,278.159918
1,2,278.162977
1,2,278.166112
-1.0,6,278.174681
1,2,278.177704
-1.0,6,278.185931
1,6,278.194736
1,5,278.202851
1,3,278.207351
1,4,278.213291
-1.0,4,278.218693
1,2,278.221642
1,4,278.227416
-1.0,6,278.235454
1,2,278.238443
1,7,278.250275
1,5,278.25853
1,2,278.262034
1,3,278.266779
-1.0,4,278.272783
1,3,278.277613
1,3,278.283498
1,2,278.287778
1,4,278.296942
1,3,278.30459
1,3,278.311204
1,4,278.319537
1,2,278.324405
1,3,278.331134
1,6,278.346289
1,4,278.357003
1,2,278.362983
1,3,278.369101
-1.0,4,278.377411
-1,6,278.39232
1,5,278.405948
1,5,278.419822
1,2,278.425708
1,2,278.430274
-1,6,278.447274
1,5,278.465008
1,3,278.477116
1,3,278.489256
1,2,278.496475
1,3,278.508379
1,2,278.513356
1,6,278.529534
-1,6,278.54452
1,2,278.549484
1,2,278.554899
1,2,278.559729
1,5,278.570635
1,2,278.574872
1,4,278.585327
1,2,278.590527
1,2,278.594601
-1,6,278.60917
1,2,278.615129
1,4,278.625769
1,3,278.633843
1,3,278.640743
1,2,278.645866
1,2,278.651465
1,6,278.666575
1,2,278.671248
1,5,278.683225
1,3,278.690737
1,2,278.694941
1,2,278.699861
1,3,278.706914
1,3,278.714373
1,2,278.719016
1,3,278.725849
1,2,278.730615
1,2,278.735572
1,3,278.742511
1,3,278.749169
-1.0,5,278.759014
1,2,278.763267
1,2,278.76735
1,4,278.774527
1,2,278.777683
1,2,278.781023
1,3,278.785812
1,2,278.789003
1,5,278.797158
1,2,278.800498
1,3,278.805351
1,2,278.808634
1,2,278.811713
1,3,278.816533
1,4,278.823133
1,3,278.827811
1,3,278.832994
1,4,278.839545
1,2,278.842703
1,3,278.84772
1,6,278.857387
1,4,278.863756
1,2,278.86731
1,3,278.872269
1,2,278.875616
1,3,278.880376
1,2,278.883468
1,3,278.888276
-1,6,278.898127
1,5,278.906319
1,3,278.911285
1,2,278.91467
-1,6,278.924385
-1.0,6,278.933038
-1.0,6,278.942103
-1,6,278.951646
-1.0,3,278.955662
1,6,278.965336
1,3,278.970438
1,2,278.973862
1,5,278.981831
1,3,278.98644
-1.0,6,278.995245
1,2,278.998275
1,2,279.001321
1,3,279.005733
1,2,279.008764
1,4,279.014802
1,2,279.017833
1,2,279.020849
1,4,279.026697
1,4,279.032781
1,2,279.035846
1,6,279.044736
1,5,279.052189
1,5,279.05957
1,2,279.062509
1,3,279.067013
-1.0,5,279.073596
1,2,279.076528
1,4,279.082616
1,3,279.087142
1,3,279.091545
-1.0,6,279.100113
1,2,279.1031
1,4,279.108865
1,6,279.118543
1,2,279.121655
1,5,279.129266
1,3,279.133746
-1,6,279.142492
1,2,279.145439
-1.0,5,279.151911
1,2,279.154849
1,2,279.157779
1,2,279.160829
1,2,279.163845
1,3,279.168242
1,2,279.171159
1,6,279.180069
1,3,279.184551
1,3,279.189115
1,2,279.192108
1,3,279.196351
1,3,279.200901
1,4,279.206794
1,4,279.212559
1,5,279.220034
1,4,279.226166
1,2,279.22909
1,2,279.232025
1,4,279.238397
1,2,279.24165
1,6,279.251535
1,2,279.254739
1,3,279.259186
1,2,279.262444
1,3,279.267063
-1,6,279.275739
1,2,279.278669
1,5,279.286259
1,4,279.292238
1,3,279.296699
1,4,279.302707
1,3,279.307417
1,2,279.310537
1,2,279.313736
1,2,279.316885
1,3,279.321523
1,3,279.325959
1,4,279.332093
1,2,279.335197
1,3,279.339788
1,2,279.342875
1,2,279.346048
1,2,279.349159
1,3,279.354026
1,3,279.358603
1,3,279.363396
1,2,279.366531
1,2,279.369744
1,2,279.372794
1,2,279.375847
1,2,279.378782
1,2,279.381805
1,2,279.384736
1,4,280.632326
1,2,280.635275
1,2,280.638013
1,2,280.640836
1,3,280.64582
1,4,280.651793
1,3,280.65601
1,2,280.658909
-1.0,5,280.665149
-1.0,6,280.673851
1,4,280.679552
-1.0,5,280.685884
1,5,280.693223
1,2,280.696039
1,2,280.698961
1,3,280.703136
1,2,280.706188
1,5,280.713551
1,2,280.716475
1,2,280.719617
1,4,280.725569
-1.0,5,280.732226
1,2,280.74585
1,3,280.750461
1,4,280.756947
-1,6,280.76631
1,6,280.777581
1,5,280.786646
1,3,280.792556
1,2,280.796431
1,3,280.801488
1,2,280.804959
-1.0,4,280.810524
1,3,280.814776
1,2,280.817616
-1.0,6,280.826805
1,3,280.831532
-1,6,280.840358
1,2,280.843303
1,3,280.847697
1,6,280.857841
1,2,280.861119
-1.0,5,280.86929
-1.0,5,280.876309
-1,6,280.885105
-1,6,280.894553
1,3,280.899641
1,3,280.9038
-1.0,6,280.912841
1,2,280.916409
1,2,280.919755
1,2,280.923141
1,3,280.927516
1,3,280.931919
1,6,280.941711
1,2,280.945025
1,2,280.948256
1,2,280.951157
-1.0,3,280.955049
1,5,280.962736
1,2,280.96601
1,2,280.968964
1,6,280.978177
1,2,280.981183
1,6,280.990588
1,2,280.993474
1,2,280.996583
1,3,281.000775
-1.0,5,281.00736
1,2,281.01029
1,4,281.016207
1,3,281.020657
1,2,281.023463
1,2,281.026788
1,2,281.029881
1,3,281.034705
1,2,281.037742
1,2,281.041072
1,6,281.050207
1,3,281.054614
-1,6,281.063273
-1,6,281.071823
1,2,281.074891
-1.0,5,281.08138
1,2,281.0841
1,3,281.088358
1,2,281.091181
1,6,281.099813
1,3,281.103951
1,3,281.108326
1,6,281.116867
1,3,281.121089
1,2,281.124055
1,3,281.128034
1,3,281.132306
1,2,281.135292
1,3,281.139402
1,3,281.143746
1,2,281.146619
1,3,281.150832
1,3,281.155109
1,2,281.157861
1,3,281.16201
1,2,281.164691
1,2,281.167476
1,3,281.171447
1,2,281.174287
1,2,281.176975
1,3,281.18103
1,2,281.183729
-1.0,5,281.189767
1,6,281.198236
1,3,281.202354
1,4,281.207894
1,2,281.210816
1,2,281.213553
1,6,281.222051
1,6,281.230243
1,6,281.239003
1,3,281.24304
1,3,281.247228
1,3,281.251899
-1.0,5,281.258379
1,3,281.262472
1,4,281.26827
-1,6,281.27722
-1.0,6,281.285132
1,3,281.289289
1,7,281.299328
1,2,281.302042
1,4,281.307758
1,2,281.310467
-1,6,281.31907
1,3,281.323602
1,3,281.327885
1,2,281.330804
1,2,281.333518
1,3,281.337519
1,3,281.341523
-1.0,6,281.349293
1,4,281.355001
1,3,281.359383
1,6,281.368728
1,2,281.371489
1,2,281.374357
1,6,281.382628
1,7,281.392993
1,5,281.39986
1,2,281.402616
-1,6,281.410861
1,4,281.416232
1,6,281.424716
1,3,281.428918
1,2,281.431588
1,2,281.434564
1,2,281.437176
1,2,281.440087
1,2,281.442787
1,6,281.451441
1,2,281.454222
1,2,281.457134
1,2,281.45985
1,3,281.463892
1,3,281.467771
1,3,281.471831
-1,6,281.479966
1,2,281.482857
1,2,281.48558
1,3,281.489695
1,3,281.493728
1,6,281.502192
-1,6,281.510303
1,3,281.514542
1,6,281.522972
1,4,281.528372
1,2,281.531198
1,2,281.533953
-1,4,281.538874
-1,6,281.547002
1,3,281.551273
1,2,281.554061
1,2,281.556783
-1.0,4,281.561873
1,3,281.565945
1,5,281.572792
1,2,281.57548
1,5,281.582362
1,5,281.589305
1,2,281.592178
1,3,281.5963
1,3,281.600272
-1.0,4,281.60512
-1.0,5,281.611236
1,2,281.613904
1,2,281.616854
-1.0,6,281.62435
1,2,281.627145
1,2,281.629818
-1.0,6,281.637378
1,4,281.642946
-1.0,6,281.650477
1,2,281.653288
1,6,281.661624
1,5,281.668467
1,3,281.672626
1,2,281.675404
1,2,281.678097
1,3,281.682112
-1.0,3,281.685528
1,3,281.68974
1,2,281.692362
1,3,281.696401
1,2,281.699217
1,2,281.701922
1,3,281.70616
1,3,281.710281
1,2,281.713052
1,3,281.717037
1,3,281.721253
-1.0,4,281.726199
1,2,281.728961
1,2,281.731849
1,4,281.737206
-1.0,4,281.741963
1,2,281.744598
1,6,281.75289
1,2,281.755693
1,2,281.758432
1,2,281.761285
1,4,281.766891
1,4,281.772455
-1.0,6,281.780252
1,2,281.783011
-1.0,6,281.790825
-1.0,6,281.798198
1,3,281.802267
1,2,281.804915
-1,6,281.81296
1,4,281.818583
1,2,281.821396
1,2,281.824082
-1,6,281.832198
1,2,281.835035
1,3,281.839064
1,2,281.841755
1,2,281.844563
1,6,281.852891
1,4,281.858606
1,2,281.861267
-1.0,6,281.868872
1,2,281.871556
1,3,281.875514
1,3,281.879498
1,3,281.883711
1,3,281.88794
1,3,281.89221
1,5,281.899829
1,2,281.902572
1,3,281.906861
1,3,281.91098
1,3,281.915205
1,4,281.920654
1,2,281.923732
1,2,281.926692
1,3,281.931222
1,2,281.934229
1,2,281.93708
-1,6,281.945323
1,2,281.948094
1,3,281.952267
1,4,281.957618
1,2,281.960673
1,4,281.967166
1,3,281.971438
1,2,281.974208
1,3,281.978134
1,2,281.980832
1,3,281.984755
1,2,281.987394
1,2,281.990089
1,2,281.992816
-1.0,6,282.00018
1,3,282.004286
1,4,282.009784
-1.0,3,282.013209
1,3,282.01726
-1,6,282.025497
1,3,282.029503
1,2,282.032201
1,6,282.040486
1,3,282.044593
1,2,282.047311
1,3,282.051252
1,4,282.05659
1,4,282.062044
1,3,282.066054
1,3,282.070149
1,3,282.074257
1,3,282.07817
1,4,282.083576
1,3,282.087605
1,2,282.090314
1,6,282.098429
-1.0,6,282.106016
1,2,282.108719
-1,6,282.11673
1,6,282.124676
-1,6,282.132674
1,3,282.136785
1,3,282.140681
1,4,282.146052
1,2,282.148721
1,3,282.16288
1,3,282.166974
1,3,282.171135
1,3,282.175204
-1.0,6,282.182706
1,4,282.188677
1,2,282.191901
1,2,282.194579
1,3,282.198637
1,4,282.203873
-1.0,6,282.211349
1,3,282.21531
-1,6,282.223106
1,3,282.227098
1,2,282.229781
1,3,282.233794
1,3,282.237844
-1.0,6,282.245351
1,3,282.24955
1,2,282.252479
1,4,282.257941
1,2,282.260695
1,2,282.263423
1,3,282.267409
1,3,282.271456
1,3,282.275475
1,3,282.279691
1,2,282.282344
1,3,282.286322
1,2,282.289004
1,6,282.29743
1,3,282.301367
1,4,282.306748
1,6,282.314826
1,3,282.318923
-1.0,6,282.326307
1,3,282.33036
1,6,282.338442
1,2,282.341102
1,4,282.346488
1,4,282.352099
1,2,282.354795
-1.0,4,282.359504
-1,6,282.367599
1,3,282.371577
1,4,282.376959
1,2,282.379647
1,4,282.384971
1,4,282.390365
1,2,282.39305
1,2,282.395747
1,4,282.401226
1,3,282.405179
-1.0,3,282.408627
1,2,282.411288
-1.0,6,282.418663
1,2,282.421273
-1,6,282.429281
-1,6,282.437304
1,6,282.445453
1,3,282.449466
1,2,282.452188
1,2,282.454901
1,4,282.460253
1,2,282.46299
1,3,282.466984
-1.0,5,282.473006
-1,6,282.480882
1,2,282.483611
1,3,282.487652
1,3,282.491696
1,5,282.498534
1,3,282.50252
1,2,282.505217
1,3,282.509156
1,5,282.515977
1,4,282.521407
1,2,282.524165
1,3,282.528327
1,3,282.532234
1,6,282.540238
1,2,282.542926
1,3,282.546854
1,2,282.549529
1,3,282.553527
-1.0,4,282.55825
1,4,282.5636
1,2,282.566294
1,3,282.570411
1,3,282.574487
1,3,282.578468
1,3,282.582502
1,3,282.586454
-1.0,5,282.592366
1,4,282.597717
1,3,282.60181
1,2,282.604495
-1.0,7,282.613536
1,3,282.61767
1,3,282.621766
1,2,282.624434
1,3,282.628364
1,2,282.631088
1,6,282.639255
1,3,282.643273
1,4,282.648752
1,2,282.651446
1,2,282.654126
1,4,282.659662
1,3,282.663779
1,3,282.667795
1,2,282.670506
1,3,282.67489
-1,6,282.683459
-1.0,6,282.691744
1,3,282.696043
1,3,282.700345
1,6,282.709014
1,3,282.713166
1,4,282.71961
1,4,282.72547
1,3,282.72964
1,3,282.733778
-1.0,7,282.743337
1,2,282.746153
-1.0,6,282.753824
1,2,282.756612
-1.0,6,282.765996
1,2,282.768931
1,2,282.771766
1,3,282.776382
1,2,282.779269
1,2,282.782159
1,6,282.79051
-1.0,6,282.798633
1,2,282.801843
-1.0,4,282.807131
-1.0,5,282.813507
1,3,282.817636
1,5,282.824775
1,5,282.832034
1,2,282.834942
1,6,282.843476
1,3,282.847721
-1.0,5,282.85415
1,3,282.8584
1,3,282.862669
1,2,282.86561
1,2,282.868596
1,2,282.871507
1,3,282.875712
1,3,282.879892
1,2,282.882725
-1.0,6,282.890728
1,2,282.893516
1,4,282.899319
1,4,282.905173
1,4,282.910869
1,2,282.913675
1,6,282.922555
-1.0,6,282.930495
-1.0,5,282.936742
-1.0,5,282.942971
1,4,282.948691
1,3,282.952963
1,2,282.955889
-1.0,6,282.964589
1,3,282.969394
1,2,282.972441
1,3,282.976602
1,2,282.97948
-1.0,6,282.987256
1,3,282.991312
-1,6,283.000102
1,6,283.008661
1,3,283.012934
1,3,283.017296
1,6,283.026032
1,3,283.030333
1,3,283.034567
1,3,283.03881
1,2,283.041625
1,3,283.045842
1,5,283.053108
1,5,283.060108
1,2,283.063801
1,3,283.06822
1,3,283.072625
1,2,283.075569
1,6,283.084042
1,2,283.086952
1,2,283.089784
1,3,283.0939
1,2,283.096691
1,4,283.102549
1,3,283.107259
1,2,283.110235
1,2,283.113217
1,3,283.117283
-1.0,6,283.125153
1,3,283.129322
1,4,283.135027
1,3,283.13928
-1.0,4,283.14427
1,3,283.148832
1,3,283.153247
1,2,283.1561
1,6,283.16463
1,3,283.168757
1,2,283.171521
-1.0,5,283.177711
-1,6,283.186331
1,3,283.190984
1,4,283.196789
1,4,283.202549
1,2,283.205275
1,3,283.209466
1,3,283.213511
1,2,283.216244
-1,6,283.224437
-1.0,5,283.231041
1,2,283.234019
1,6,283.242317
1,2,283.245029
1,3,283.249561
1,2,283.252634
1,2,283.255346
1,2,283.258126
1,3,283.262136
1,2,283.264848
1,3,283.268853
1,3,283.27289
-1,6,283.280933
-1.0,6,283.288382
1,6,283.296643
1,2,283.299726
1,2,283.302892
1,2,283.306495
-1,6,283.317344
-1,6,283.327039
1,3,283.332246
1,2,283.335297
1,3,283.34077
-1,6,283.351818
1,2,283.356198
1,2,283.359295
-1.0,3,283.364228
1,2,283.368084
1,4,283.375832
1,2,283.379836
1,4,283.386501
1,2,283.389906
1,2,283.393116
1,3,283.398325
-1.0,5,283.406089
1,4,283.413841
1,3,283.419061
1,2,283.423073
1,2,283.426238
1,2,283.429792
1,3,283.435246
-1,6,283.445968
1,4,283.452566
1,6,283.464858
1,2,283.46834
1,2,283.472466
1,3,283.478301
1,6,283.489102
1,4,283.496121
1,2,283.499208
1,3,283.504039
1,2,283.50828
1,4,283.514719
1,2,283.518594
1,5,283.526605
1,2,283.530035
1,2,283.533205
-1.0,4,283.539145
1,2,283.542664
1,2,283.545876
1,4,283.552335
1,2,283.556174
1,3,284.700062
1,3,284.703933
1,2,284.706609
1,2,284.709234
1,4,284.714681
1,5,284.721532
-1.0,4,284.726213
1,2,284.728847
1,3,284.742643
1,3,284.746696
1,2,284.749324
1,2,284.752027
1,4,284.757498
1,2,284.760253
-1.0,5,284.767287
1,2,284.770116
1,2,284.772914
1,2,284.775689
1,2,284.778424
-1.0,5,284.784715
1,2,284.787416
-1.0,6,284.794563
-1,6,284.80248
-1.0,6,284.809854
-1.0,6,284.817225
1,4,284.822623
1,2,284.825325
1,2,284.828005
1,2,284.830725
1,2,284.833405
1,4,284.838881
1,3,284.842858
1,4,284.848211
1,2,284.850894
1,3,284.854918
1,2,284.857595
1,2,284.860303
1,4,284.865663
1,2,284.86834
1,2,284.871018
1,3,284.874967
1,3,284.879051
1,2,284.881737
-1,6,284.889855
1,3,284.893741
1,4,284.899195
-1,6,284.907337
1,3,284.911292
1,4,284.916819
1,3,284.920861
1,4,284.926272
1,7,284.935884
1,2,284.938634
-1.0,6,284.946088
1,6,284.954132
1,6,284.963098
1,4,284.968977
1,2,284.971736
1,2,284.974526
1,2,284.977203
-1.0,3,284.980599
1,2,284.983216
1,2,284.985966
1,2,284.988681
1,3,284.992609
1,2,284.995285
