#{"t_start": 1642525102.3269677, "env_id": "Ataxx-v0"}
r,l,t
-1.0,3,8.499495
-1.0,1,8.500628
-1.0,2,8.503059
-1.0,2,8.505963
-1.0,1,8.507082
-1.0,5,8.51561
-1.0,2,8.518805
-1.0,1,8.520057
-1.0,1,8.521188
-1.0,1,8.522862
-1.0,1,8.524476
-1.0,8,8.538552
-1.0,2,8.542833
-1.0,2,8.545838
-1.0,1,8.547335
-1.0,4,8.553848
-1.0,1,8.555048
-1.0,2,8.558376
-1.0,5,8.567708
-1.0,2,8.57028
-1.0,1,8.572153
-1.0,3,8.576867
-1.0,1,8.578799
-1,1,8.579859
-1,1,8.580879
-1.0,4,8.58722
-1.0,1,8.588242
-1,3,8.593157
-1.0,6,8.603777
-1.0,1,8.604852
-1.0,6,8.61972
-1.0,2,8.622566
-1.0,2,8.625931
-1.0,1,8.627606
-1.0,3,8.63279
-1.0,3,8.636678
-1.0,5,8.646236
-1.0,1,8.647455
-1.0,2,8.650388
-1.0,2,8.653087
-1.0,1,8.654067
1,4,8.660701
-1.0,1,8.662044
-1.0,3,8.667324
-1.0,4,8.677665
-1.0,6,8.697985
-1,1,8.70504
-1,3,8.716193
-1.0,1,8.719672
-1.0,3,8.732469
-1.0,2,8.739733
-1.0,1,8.744033
-1.0,2,8.751397
-1.0,5,8.775565
-1.0,4,8.791093
-1.0,4,8.816417
-1.0,5,8.840703
-1.0,3,8.846411
-1.0,1,8.848459
-1.0,10,8.875897
-1.0,2,8.881467
-1.0,1,8.884532
-1.0,2,8.887933
-1.0,7,8.904949
-1.0,6,8.91766
-1.0,5,8.925631
-1.0,3,8.930001
-1.0,3,8.935962
-1.0,1,8.937299
-1,2,8.939693
-1.0,2,8.944565
-1.0,3,8.949167
-1.0,5,8.957145
-1.0,3,8.962239
-1.0,1,8.963287
-1.0,9,8.983679
-1.0,3,8.987905
-1.0,1,8.98918
-1.0,2,8.994392
-1.0,1,8.99601
-1.0,1,8.997452
-1,2,8.999944
-1.0,2,9.002918
-1.0,1,9.004094
-1.0,2,9.006322
-1.0,2,9.009601
-1.0,1,9.010769
-1.0,3,9.015228
-1.0,5,9.022984
-1.0,2,9.025873
-1.0,1,9.027318
-1.0,2,9.029782
-1.0,4,9.035846
-1.0,1,9.037194
-1.0,4,9.046144
-1.0,3,9.05059
-1,1,9.051614
-1.0,3,9.055818
-1.0,3,9.060174
-1.0,2,9.063228
-1.0,4,9.069483
-1.0,5,9.077917
-1.0,4,9.084687
-1.0,2,9.087899
-1.0,3,9.093751
-1.0,1,9.095588
-1.0,2,9.100744
-1.0,4,9.107662
-1,2,9.110344
-1.0,3,9.115073
-1.0,2,9.118364
-1.0,2,9.121101
-1.0,1,9.12248
-1.0,1,9.124214
-1.0,4,9.130609
-1.0,1,9.131761
-1.0,2,9.13411
-1.0,5,9.145102
-1.0,2,9.149041
-1.0,1,9.150056
-1.0,4,9.156703
-1.0,3,9.162657
-1.0,3,9.166832
-1.0,3,9.170871
-1.0,1,9.172251
-1.0,1,9.173355
-1.0,6,9.18403
-1.0,1,9.185175
-1.0,1,9.186163
-1.0,3,9.190459
-1.0,1,9.192568
-1.0,7,9.204301
-1,1,9.205407
-1.0,1,9.206428
-1,2,9.210724
-1.0,1,9.211823
-1.0,1,9.213042
-1.0,2,9.215688
-1.0,1,9.216694
-1.0,3,9.220821
-1.0,4,9.229433
-1.0,1,9.230565
-1.0,6,9.240741
-1.0,5,9.248603
-1.0,2,9.251497
-1.0,6,9.261732
-1.0,5,9.269514
-1.0,3,9.273577
-1.0,3,9.281146
-1.0,1,9.282179
-1.0,2,9.284349
-1.0,3,9.288381
-1.0,5,9.297137
-1.0,1,9.298878
-1.0,1,9.300105
-1.0,5,9.307633
-1.0,1,9.308767
-1.0,1,9.309755
-1.0,3,9.314454
-1.0,2,9.317496
-1,4,9.323164
-1.0,2,9.326694
-1.0,3,9.330863
-1.0,5,9.33919
-1.0,6,9.352173
-1.0,5,9.363006
-1.0,4,9.371876
-1.0,1,9.372898
-1.0,1,9.373877
-1.0,4,9.379957
-1.0,1,9.380968
-1.0,3,9.38529
-1.0,5,9.392369
-1.0,1,9.393465
-1.0,4,9.399474
-1.0,3,9.403967
-1.0,2,9.406282
-1.0,1,9.407579
-1.0,1,9.410875
-1.0,1,9.412279
-1.0,4,9.418664
-1.0,1,9.419971
-1.0,4,9.427085
-1.0,4,9.433153
-1.0,2,9.435475
-1.0,4,9.441128
-1.0,4,9.447107
-1.0,4,9.453472
-1.0,1,9.454581
-1.0,2,9.457108
-1.0,2,9.461097
-1.0,3,9.465341
-1.0,1,9.466337
-1.0,1,9.467319
-1.0,3,9.471903
-1.0,3,9.476656
-1.0,1,9.477998
-1.0,2,9.481234
-1.0,2,9.483612
-1.0,2,9.486225
-1.0,1,9.487231
-1.0,2,9.489551
-1.0,1,9.490529
-1.0,1,9.49189
-1,6,9.503336
-1.0,2,9.505939
-1,4,9.512199
-1.0,6,9.522557
-1.0,4,9.528277
-1.0,7,9.542393
-1.0,4,9.552936
-1.0,1,9.554824
-1.0,5,9.566743
-1.0,2,9.569205
-1.0,1,9.570189
-1.0,2,9.573167
-1.0,2,9.575959
-1.0,1,9.577222
-1.0,1,9.579046
-1.0,1,9.580237
-1.0,2,9.58252
-1.0,4,9.589177
-1.0,3,9.594572
-1.0,7,9.607464
-1.0,4,9.616993
-1.0,2,9.619523
-1.0,5,9.632402
-1.0,2,9.635504
-1.0,1,9.636634
-1.0,1,9.637835
-1.0,4,9.643856
-1.0,6,9.655183
-1.0,1,9.656587
-1.0,1,9.657818
-1,6,9.669053
-1.0,2,9.671931
-1.0,1,9.672956
-1.0,4,9.681847
-1.0,2,9.684331
-1.0,3,9.688419
-1,1,9.689416
-1.0,8,9.704409
-1.0,6,9.714473
-1.0,2,9.717629
-1.0,1,9.718937
-1.0,8,9.734142
-1.0,4,9.740655
-1.0,1,9.742573
-1.0,1,9.744617
-1.0,3,9.748748
-1.0,2,9.750962
-1.0,1,9.752056
-1.0,5,9.762855
-1.0,1,9.764219
-1.0,1,9.765847
-1.0,1,9.767267
-1.0,4,9.77324
-1,1,9.774259
-1.0,6,9.784874
-1.0,1,9.785917
-1.0,2,9.788399
-1.0,1,9.789761
-1.0,2,9.792241
-1.0,2,9.794581
-1.0,3,9.799005
-1.0,4,9.804988
-1.0,6,9.817286
-1.0,2,9.819945
-1.0,2,9.822651
-1.0,2,9.825563
-1.0,3,9.830815
-1.0,1,9.832434
-1.0,1,9.833718
-1.0,5,9.841461
-1.0,3,9.845886
-1.0,2,9.848495
-1.0,1,9.850073
-1.0,2,9.853048
-1.0,1,9.854115
-1.0,2,9.856653
-1.0,1,9.857829
-1.0,7,9.871413
-1.0,3,9.876563
-1.0,1,9.87838
-1.0,1,9.880204
-1.0,3,9.885162
-1.0,3,9.889929
-1.0,2,9.892938
-1.0,4,9.90368
-1.0,5,9.911899
-1.0,4,9.918834
-1.0,1,9.92001
-1.0,2,9.922582
-1.0,10,9.943733
-1.0,4,9.950299
-1.0,1,9.951419
-1,2,9.953967
-1.0,2,9.956477
-1.0,1,9.957578
-1.0,1,9.959673
-1.0,2,9.963142
-1.0,3,9.967773
-1.0,2,9.970209
-1.0,4,9.976286
-1.0,2,9.979186
-1.0,3,9.98383
-1.0,3,9.988505
-1.0,1,9.989803
-1.0,2,9.992986
-1,1,9.994251
-1.0,1,9.995472
-1.0,4,10.0018
-1.0,2,10.004519
-1.0,2,10.007087
-1.0,1,10.008297
-1.0,6,10.02075
-1.0,2,10.023333
-1.0,8,10.04005
-1.0,1,10.041096
-1.0,1,10.042112
-1.0,5,10.050497
-1.0,4,10.056561
-1.0,4,10.062014
-1.0,1,10.063562
-1.0,2,10.066114
-1.0,3,10.070651
-1.0,1,10.071772
-1.0,2,10.074232
-1.0,1,10.076114
-1.0,1,10.078592
-1.0,2,10.08169
-1.0,3,10.085798
-1.0,3,10.090237
-1.0,6,10.102349
-1.0,6,10.112385
-1.0,2,10.114833
-1.0,3,10.119212
-1.0,2,10.121618
-1.0,1,10.1227
-1.0,1,10.123729
-1.0,1,10.124979
-1.0,1,10.126934
-1.0,3,10.131617
-1.0,1,10.132646
-1.0,2,10.135629
-1,3,10.139359
-1.0,3,10.145363
-1.0,1,10.146605
1,3,10.15227
-1.0,6,10.165649
-1.0,1,10.167469
-1.0,1,10.16856
-1.0,1,10.169581
-1.0,1,10.170925
-1.0,4,10.17708
-1.0,4,10.184011
-1.0,5,10.193203
-1.0,4,10.199536
-1.0,2,10.202413
-1.0,2,10.205146
-1.0,1,10.206389
-1.0,5,10.217034
-1.0,1,10.218229
-1.0,5,10.228846
-1.0,2,10.2321
-1.0,6,10.244031
-1.0,1,10.245903
-1.0,3,10.250679
-1.0,2,10.253449
-1.0,1,10.254655
-1.0,1,10.256068
-1.0,1,10.257316
-1.0,2,10.26061
-1.0,5,10.270388
-1.0,2,10.273145
-1.0,3,10.278559
-1.0,5,10.28895
-1.0,2,10.292027
-1.0,1,10.294652
-1.0,2,10.297847
-1.0,6,10.309529
-1.0,1,10.310718
-1.0,3,10.31666
-1.0,4,10.324037
-1.0,1,10.325905
-1.0,3,10.330947
-1.0,2,10.333842
-1.0,3,10.339092
-1.0,3,10.344665
-1.0,6,10.357373
-1.0,2,10.36223
-1.0,1,10.363614
-1,3,10.369892
-1.0,2,10.373355
-1.0,1,10.374738
-1.0,2,10.378523
-1.0,1,10.380569
-1.0,3,10.386287
-1.0,2,10.38904
-1.0,5,10.399751
-1.0,2,10.40334
-1.0,3,10.408184
-1.0,1,10.410061
-1.0,3,10.42802
-1.0,2,10.43242
-1.0,4,10.441228
-1.0,4,10.450681
-1.0,3,10.455983
-1.0,2,10.45971
-1,2,10.462866
-1.0,6,10.475602
-1.0,2,10.479566
-1.0,3,10.485263
-1.0,2,10.488885
-1.0,1,10.49002
-1,1,10.491085
-1.0,3,10.496862
-1.0,1,10.498665
-1.0,3,10.503672
-1.0,4,10.51302
-1.0,5,10.525606
-1.0,2,10.530903
-1.0,1,10.532434
-1.0,6,10.549915
-1.0,1,10.552213
-1.0,3,10.562356
-1,1,10.565789
-1.0,7,10.586766
-1.0,3,10.594124
-1.0,3,10.601361
-1.0,1,10.60426
-1.0,5,10.616276
-1.0,1,10.618671
-1.0,2,10.624421
-1.0,4,10.636521
-1.0,2,10.640957
-1.0,4,10.651892
-1.0,4,12.275914
-1.0,3,12.281433
-1.0,6,12.291727
-1.0,5,12.302025
-1.0,2,12.305489
-1.0,2,12.308043
-1.0,5,12.318278
-1.0,6,12.329698
-1.0,1,12.331238
-1.0,1,12.332213
-1.0,1,12.333149
-1.0,1,12.334085
-1.0,1,12.33664
-1.0,2,12.339133
-1.0,1,12.340189
-1.0,5,12.349948
-1.0,3,12.354559
-1.0,2,12.356849
-1.0,7,12.373021
-1.0,2,12.375525
-1.0,6,12.388365
-1.0,4,12.397454
-1.0,2,12.401208
-1.0,1,12.403285
-1.0,1,12.404396
-1.0,1,12.405421
-1,1,12.406561
-1.0,2,12.410097
-1.0,4,12.41781
-1.0,9,12.44874
-1.0,4,12.462048
-1.0,4,12.473
-1.0,1,12.475551
-1,5,12.489187
-1.0,4,12.497597
-1,1,12.499816
-1.0,3,12.503741
-1.0,6,12.519999
-1.0,3,12.524192
-1.0,3,12.528615
-1,2,12.533783
-1,2,12.537402
-1.0,6,12.546418
-1.0,3,12.551095
-1.0,4,12.557578
-1.0,7,12.570708
-1.0,1,12.572156
-1.0,3,12.576906
-1.0,2,12.582853
-1.0,1,12.584488
-1.0,6,12.593726
-1.0,4,12.60221
-1.0,2,12.605212
-1.0,3,12.609942
-1.0,2,12.612411
-1.0,1,12.613576
-1.0,1,12.615087
-1.0,1,12.616318
-1.0,1,12.617871
-1.0,3,12.62273
-1.0,4,12.629779
-1.0,2,12.633399
-1.0,1,12.635064
-1.0,2,12.638401
-1.0,3,12.643075
-1.0,4,12.654685
-1.0,3,12.660302
-1.0,1,12.662719
-1.0,1,12.664932
-1.0,2,12.669296
-1.0,3,12.674804
-1.0,1,12.676891
-1.0,3,12.682837
-1.0,1,12.684208
-1.0,1,12.685257
-1.0,2,12.689245
-1,3,12.693873
-1.0,1,12.69566
-1.0,2,12.698597
-1.0,1,12.700646
-1.0,1,12.701897
-1.0,4,12.709463
-1,1,12.711507
-1.0,2,12.71611
-1.0,5,12.725625
-1.0,2,12.729656
-1.0,2,12.73316
-1.0,2,12.736604
-1.0,4,12.743213
-1.0,2,12.745768
-1,1,12.746952
-1.0,1,12.749
-1.0,5,12.757639
-1.0,5,12.767049
-1.0,2,12.769413
-1.0,1,12.770555
-1.0,5,12.782165
-1.0,1,12.783777
-1.0,2,12.786628
-1.0,3,12.79078
-1.0,3,12.795564
-1.0,1,12.798389
-1.0,2,12.802933
-1.0,2,12.805383
-1,1,12.806322
-1.0,3,12.810482
-1.0,1,12.811462
-1.0,3,12.815398
-1.0,1,12.816385
-1.0,2,12.818817
-1.0,5,12.826614
-1.0,5,12.833881
-1.0,5,12.841741
-1.0,5,12.852807
-1.0,1,12.854075
-1.0,2,12.856848
-1.0,2,12.859341
-1.0,1,12.860444
-1.0,1,12.862041
-1.0,9,12.879719
-1.0,1,12.881863
-1.0,5,12.889569
-1.0,4,12.895365
-1.0,7,12.907298
-1.0,1,12.908297
-1.0,4,12.914968
-1.0,5,12.922713
-1.0,2,12.925245
-1.0,6,12.937559
-1.0,2,12.939829
-1.0,4,12.947177
-1.0,6,12.959157
-1.0,4,12.96786
-1.0,5,12.975715
-1.0,6,12.98737
-1,3,12.991799
-1.0,4,12.998758
-1.0,1,12.999754
-1.0,5,13.007637
-1.0,6,13.019873
-1.0,4,13.026166
-1.0,6,13.037396
-1.0,5,13.04655
-1.0,8,13.062904
-1.0,5,13.072574
-1.0,3,13.077549
-1.0,1,13.079759
-1.0,8,13.097071
-1.0,2,13.100738
-1.0,6,13.111172
-1.0,2,13.1138
-1.0,3,13.118757
-1.0,6,13.130307
-1.0,1,13.131768
-1.0,1,13.132966
-1.0,3,13.137939
-1.0,1,13.138969
-1.0,1,13.140061
-1.0,7,13.153921
-1.0,3,13.159548
-1.0,1,13.161114
-1.0,2,13.164794
-1.0,1,13.167386
-1.0,1,13.168733
-1.0,4,13.18005
-1.0,3,13.188461
-1.0,5,13.203346
-1.0,5,13.219055
-1.0,6,13.234732
-1.0,5,13.245182
-1.0,5,13.258128
-1.0,2,13.263026
-1.0,6,13.282596
-1.0,1,13.284615
-1.0,2,13.288295
-1.0,1,13.289635
-1.0,2,13.293312
-1.0,6,13.303717
-1.0,3,13.308691
-1.0,3,13.312971
-1.0,3,13.317034
-1.0,2,13.319862
-1.0,4,13.326725
-1.0,1,13.32789
-1.0,2,13.331958
-1.0,1,13.333175
-1.0,6,13.343274
-1,2,13.3465
-1.0,4,13.354911
-1.0,2,13.357438
-1.0,1,13.35845
-1.0,2,13.36099
-1.0,6,13.371763
-1.0,5,13.379671
-1.0,1,13.380757
-1.0,1,13.381798
-1.0,1,13.382931
-1.0,1,13.384604
-1.0,4,13.391286
-1.0,1,13.392466
-1.0,3,13.398827
-1.0,2,13.4021
-1,6,13.413734
-1.0,1,13.41574
-1.0,4,13.422217
-1,1,13.423381
-1.0,7,13.436541
-1.0,1,13.438422
-1.0,2,13.441661
-1.0,2,13.445782
-1.0,6,13.464554
-1.0,1,13.466896
-1.0,1,13.469083
-1.0,4,13.477543
-1.0,1,13.479243
-1.0,2,13.484561
-1.0,3,13.493906
-1.0,4,13.505211
-1.0,1,13.506948
-1.0,1,13.508696
-1.0,3,13.520273
-1.0,1,13.522678
-1.0,2,13.530449
-1.0,2,13.536556
-1.0,3,13.549145
-1.0,6,13.573847
-1.0,6,13.590773
-1.0,6,13.602986
-1.0,4,13.609976
-1.0,1,13.611174
-1.0,2,13.616054
-1,2,13.618537
-1,2,13.622155
-1.0,3,13.626891
-1.0,1,13.628553
-1.0,4,13.635345
-1.0,4,13.6425
-1.0,1,13.644403
-1.0,3,13.64923
-1,1,13.651736
-1.0,4,13.65933
-1.0,3,13.665718
-1.0,3,13.671352
-1.0,3,13.677042
-1.0,3,13.684048
-1,1,13.685135
-1.0,1,13.687575
-1.0,1,13.689288
-1.0,2,13.692178
-1.0,3,13.697872
-1.0,1,13.700766
-1.0,1,13.702228
-1.0,3,13.7092
-1.0,2,13.714483
-1.0,2,13.71896
-1.0,3,13.724874
-1.0,2,13.728434
-1.0,1,13.731227
-1.0,6,13.743499
-1.0,3,13.750155
-1,1,13.751663
-1.0,4,13.759617
-1.0,4,13.766363
-1.0,3,13.770581
-1.0,2,13.774293
-1.0,4,13.781656
-1.0,2,13.784986
-1.0,2,13.78756
-1.0,2,13.790946
-1.0,6,13.803999
-1.0,6,13.817892
-1.0,1,13.818976
-1.0,4,13.826076
-1.0,2,13.828709
-1.0,1,13.829848
-1.0,1,13.830956
-1.0,8,13.847283
-1.0,3,13.85232
-1.0,3,13.857035
-1.0,4,13.864742
-1.0,1,13.866068
-1.0,1,13.86709
-1.0,2,13.870561
-1.0,2,13.873126
-1,3,13.877292
-1.0,2,13.881468
-1.0,7,13.893724
-1.0,1,13.894928
-1.0,3,13.898944
-1.0,2,13.901777
-1.0,6,13.912098
-1.0,1,13.913236
-1.0,5,13.921556
-1.0,1,13.923277
-1.0,4,13.929941
-1.0,5,13.939147
-1.0,1,13.940311
-1.0,2,13.942901
-1.0,1,13.943951
-1.0,3,13.950549
-1.0,4,13.957134
-1.0,4,13.962993
-1.0,1,13.964027
-1.0,2,13.966533
-1.0,1,13.967568
-1.0,2,13.9699
-1.0,1,13.971551
-1,2,13.974119
-1.0,6,13.985261
-1.0,8,14.001129
-1.0,2,14.007943
-1.0,7,14.022743
-1.0,3,14.02698
-1.0,6,14.038317
-1.0,4,14.044732
-1.0,2,14.047404
-1.0,4,14.053797
-1.0,6,14.065117
-1.0,5,14.074
-1,3,14.078178
-1.0,3,14.083571
-1.0,1,14.084771
-1.0,1,14.085972
-1.0,1,14.087479
-1.0,2,14.090146
-1.0,1,14.091304
-1.0,4,14.097409
-1.0,1,14.098591
-1.0,3,14.102862
-1.0,4,14.111137
-1,6,14.125971
-1.0,2,14.129278
-1.0,4,14.138476
-1.0,3,14.143355
-1.0,2,14.146514
-1.0,1,14.149771
-1.0,2,14.153043
-1.0,5,14.162684
-1.0,4,14.169716
-1.0,3,14.175698
-1.0,4,14.183093
-1.0,5,14.19293
-1.0,1,14.194262
-1.0,2,14.198705
-1.0,1,14.200183
-1.0,2,14.203313
-1.0,2,14.20592
-1.0,5,14.216048
-1.0,2,14.218755
-1.0,2,14.222092
-1.0,5,14.231053
-1,2,14.234257
-1.0,2,14.236792
-1.0,3,14.241812
-1,3,14.246884
-1,5,14.255075
-1.0,5,14.26597
-1.0,2,14.269281
-1.0,1,14.270973
-1.0,7,14.286963
-1.0,2,14.290194
-1.0,1,14.291457
-1.0,4,14.298088
-1,3,14.302967
-1.0,5,14.311512
-1.0,1,14.312866
-1.0,3,14.317219
-1.0,4,14.323922
-1.0,2,14.326641
-1.0,3,14.332661
-1.0,2,14.336086
-1.0,1,14.337325
-1.0,1,14.338498
-1,1,14.3395
-1.0,4,14.345803
-1.0,1,14.347884
-1.0,2,14.350775
-1.0,4,14.357116
-1.0,3,14.361256
-1.0,3,14.36585
-1.0,5,14.374129
-1.0,1,14.3753
-1.0,1,14.37635
-1.0,2,14.378848
-1.0,3,14.383552
-1.0,1,14.385251
-1.0,4,14.390972
-1.0,2,14.39349
-1,3,14.399091
-1.0,6,14.409618
-1.0,3,14.414105
-1,1,14.415852
-1.0,1,14.417095
-1.0,1,14.41827
-1,1,14.419564
-1.0,3,14.423746
-1.0,1,14.424934
-1.0,3,14.42998
-1.0,5,14.440439
-1.0,5,14.451358
-1.0,7,14.471081
-1.0,5,14.487748
-1.0,3,14.494233
-1.0,2,14.50166
-1.0,2,14.507172
-1,3,14.51615
-1.0,3,14.522959
-1.0,3,14.532135
-1.0,1,14.534283
-1.0,5,14.558089
-1.0,4,14.568088
-1.0,2,14.571379
-1.0,2,14.574383
-1.0,1,14.576134
-1.0,1,14.577855
-1,3,14.582576
-1.0,1,14.583808
-1.0,6,14.594873
-1.0,4,14.601759
-1.0,5,14.610578
-1,2,14.613988
-1.0,2,14.618464
-1.0,3,14.623378
-1.0,4,14.631827
-1.0,2,14.635523
-1.0,2,14.639416
-1.0,3,14.645158
-1,1,14.646866
-1.0,2,14.650806
-1.0,3,14.655225
-1.0,1,14.656913
-1.0,5,14.666109
-1.0,5,14.675855
-1.0,1,14.677346
-1.0,1,14.678651
-1.0,5,14.690313
-1.0,4,14.697382
-1.0,1,14.698908
-1.0,5,14.709586
-1.0,4,14.718344
-1.0,2,14.720994
-1.0,3,14.725581
-1.0,4,14.732325
-1.0,1,14.733444
-1.0,6,14.744478
-1.0,3,14.751631
-1.0,1,14.753335
-1.0,1,14.75506
-1.0,2,14.75761
-1.0,3,14.762057
-1,5,14.77185
-1.0,4,14.778112
-1.0,5,14.786433
-1.0,6,14.798081
-1.0,4,14.805184
-1.0,1,14.806445
-1.0,2,14.809834
-1.0,11,14.858087
-1.0,1,14.860745
-1.0,6,14.885088
-1.0,1,14.887766
-1.0,2,14.891598
-1,6,14.90877
-1.0,1,14.910017
-1.0,6,14.922281
-1.0,1,14.924183
-1.0,1,14.925378
-1.0,1,14.926517
-1,1,14.927492
-1.0,2,14.930696
-1,3,14.936316
-1.0,3,14.940361
-1.0,5,14.95141
-1.0,4,14.95919
-1.0,3,14.964288
-1.0,4,14.976566
-1.0,1,14.978007
-1.0,3,14.982523
-1.0,1,14.983865
-1.0,3,14.988722
-1.0,4,14.995756
-1.0,1,14.997108
-1,1,14.998154
-1.0,5,15.006488
-1.0,3,15.011171
-1.0,2,15.01481
-1.0,2,15.020338
-1.0,1,15.02167
-1.0,1,15.022854
-1.0,1,15.023867
-1.0,4,15.029784
-1.0,2,15.033908
-1.0,6,15.044005
-1.0,3,15.048099
-1.0,5,15.056698
-1.0,6,15.068214
-1.0,3,15.072826
-1.0,1,15.074309
-1.0,1,15.075773
-1.0,1,15.076916
-1.0,5,15.08747
-1.0,1,15.088665
-1.0,3,15.092771
-1.0,6,15.106228
-1.0,1,15.107524
-1.0,5,15.115565
-1.0,5,15.124499
-1.0,4,15.130648
-1.0,2,15.133196
-1.0,3,15.137736
-1.0,1,15.13889
-1.0,2,15.142148
-1.0,2,15.144653
-1.0,4,15.151959
-1.0,2,15.155249
-1.0,4,15.16146
-1.0,2,15.165269
-1.0,8,15.180487
-1.0,3,15.185489
-1.0,4,15.194056
-1,4,15.204699
-1.0,4,15.212837
-1.0,4,15.224315
-1.0,1,15.226258
-1.0,3,15.234379
-1.0,1,15.236958
-1.0,4,15.251873
-1.0,5,15.264564
-1.0,4,15.277234
-1.0,5,15.291391
-1.0,1,15.293958
-1.0,2,15.299562
-1.0,1,15.302105
-1.0,4,15.312654
-1.0,3,15.319956
-1.0,2,15.324096
-1.0,4,15.332157
-1,4,15.338479
-1.0,2,15.341592
-1.0,3,15.34559
-1.0,4,15.353515
-1.0,3,15.358022
-1.0,2,15.360802
-1.0,6,15.372712
-1.0,5,15.380799
-1.0,1,15.381963
-1.0,6,15.392447
-1.0,2,15.395659
-1.0,7,15.408219
-1.0,6,15.420044
-1.0,4,15.426276
-1.0,2,15.428773
-1.0,4,15.435636
-1.0,3,15.440306
-1.0,2,15.442745
-1.0,3,15.447175
-1.0,3,15.452389
-1.0,1,15.453618
-1.0,2,15.456617
-1.0,1,15.458086
-1.0,1,15.459219
-1.0,3,15.463307
-1.0,3,15.468052
-1.0,2,15.471274
-1,2,15.473722
-1.0,1,15.475559
-1.0,2,15.478069
-1.0,3,15.483095
-1.0,1,15.484337
-1.0,2,15.487931
-1.0,1,15.489175
-1.0,1,15.490199
-1.0,2,15.493023
-1.0,6,15.504002
-1.0,8,15.520197
-1.0,5,15.528525
-1.0,7,15.540528
-1.0,1,15.541825
-1.0,4,15.549295
-1.0,3,15.557122
-1.0,1,15.559755
-1.0,1,15.562766
-1.0,2,15.567738
-1.0,1,15.569426
-1.0,2,15.575695
-1.0,1,15.578748
-1.0,5,15.593842
-1.0,2,15.599689
-1.0,2,15.603955
-1.0,6,15.623703
-1.0,3,15.630524
-1.0,3,15.639362
-1.0,4,15.650514
-1.0,2,15.655384
-1.0,3,15.661518
-1.0,4,15.672221
-1.0,1,15.673447
-1.0,4,15.681598
-1.0,3,15.687127
-1.0,3,15.692183
-1,2,15.694919
-1.0,3,15.700749
-1.0,2,15.703257
-1.0,5,15.712499
-1.0,2,15.715311
-1.0,4,15.722002
-1,1,15.723494
-1.0,5,15.732101
-1.0,3,15.736818
-1.0,1,15.738013
-1.0,1,15.739161
-1.0,1,15.74031
-1.0,3,15.745167
-1.0,3,15.750869
-1.0,4,15.757339
-1.0,2,15.759865
-1.0,2,15.762337
-1,4,15.769967
-1.0,1,15.772253
-1.0,2,15.77518
-1.0,3,15.779277
-1.0,5,15.787278
-1.0,2,15.790205
-1.0,2,15.792852
-1.0,3,15.797565
-1.0,3,15.801842
-1,2,15.804725
-1.0,2,15.807414
-1,4,15.815015
-1.0,2,15.818498
-1.0,1,15.820236
-1.0,2,15.822853
-1.0,3,15.826821
-1.0,5,15.834853
-1,4,15.840723
-1.0,1,15.841904
-1.0,6,15.852679
-1.0,6,15.862543
-1.0,3,15.867213
-1.0,6,15.877632
-1.0,4,15.885368
-1.0,2,15.888532
-1.0,1,15.889629
-1.0,7,15.902143
-1.0,1,15.903333
-1,6,15.914511
-1.0,3,15.919833
-1.0,5,15.937336
-1.0,3,15.944367
-1,1,15.946103
-1.0,3,15.956639
-1.0,1,15.958066
-1.0,3,15.966798
-1.0,2,15.970394
-1.0,1,15.973596
-1.0,2,15.979163
-1.0,1,15.981848
-1,2,15.988
-1.0,4,16.000911
-1.0,2,16.008042
-1.0,1,16.010024
-1.0,3,16.017151
-1.0,7,16.033596
-1.0,2,16.036222
-1.0,3,16.040902
-1,5,16.050322
-1.0,5,16.059888
-1.0,2,16.062703
-1.0,4,16.070297
-1,1,16.071447
-1.0,2,16.073938
-1.0,6,16.084328
-1.0,1,16.085519
-1.0,4,16.091923
-1.0,3,16.096041
-1.0,4,16.103296
-1.0,3,16.1082
-1.0,2,16.110928
-1,4,16.118179
-1.0,2,16.120973
-1.0,2,16.123992
-1.0,2,16.126692
-1,4,16.13546
-1,1,16.136893
-1.0,1,16.138149
-1.0,1,16.139283
1,3,16.144609
-1,1,16.145672
-1.0,5,16.154177
-1,4,16.160076
-1.0,1,16.161162
-1.0,3,16.165119
-1.0,4,16.171926
-1.0,6,16.181668
-1.0,2,16.184762
-1.0,2,16.187351
-1.0,3,16.192938
-1.0,9,17.550437
-1.0,4,17.556911
-1.0,6,17.567482
-1.0,4,17.573792
-1.0,6,17.58499
-1.0,1,17.586299
-1.0,3,17.591192
-1.0,4,17.599389
-1.0,2,17.603326
-1.0,5,17.612362
-1.0,1,17.613839
-1.0,1,17.615134
-1.0,3,17.619605
-1.0,4,17.627026
-1.0,2,17.629735
-1.0,6,17.641734
-1.0,2,17.644807
-1.0,3,17.649173
-1,2,17.652569
-1.0,7,17.666723
-1.0,2,17.670722
-1.0,5,17.681435
-1.0,6,17.691756
-1.0,4,17.698875
-1.0,2,17.70201
-1.0,3,17.707398
-1.0,3,17.711977
-1.0,5,17.722109
-1.0,4,17.730039
-1.0,6,17.743588
-1.0,2,17.746269
-1.0,4,17.75299
-1.0,6,17.765608
-1.0,2,17.769002
-1.0,1,17.770104
-1.0,5,17.779067
-1.0,3,17.783611
-1.0,6,17.795733
-1.0,2,17.798384
-1.0,2,17.802069
-1.0,3,17.808226
-1.0,1,17.809626
-1.0,2,17.812246
-1.0,3,17.816999
